TCID,ChEBI_ID_desc
3.A.3.8.2,CHEBI60971;aminophospholipid
5.B.1.1.7,CHEBI10545;electron
1.B.39.1.8,CHEBI3473;cation
3.A.3.30.4,CHEBI3473;cation
9.B.39.1.2,CHEBI6576;luteinCHEBI10355;beta-carotene
1.K.3.1.2,CHEBI4291;deoxyribonucleic acid
3.A.3.3.2,CHEBI6635;magnesium(2+)CHEBI8345;potassium(1+)CHEBI5584;hydron
3.A.3.5.34,CHEBI49551;copper(1+)
2.A.6.6.9,CHEBI3659;cholesterol
5.A.1.6.3,CHEBI10545;electron
3.A.1.2.32,CHEBI22599;arabinose
2.A.66.9.3,CHEBI18361;diphosphate(4-)
3.E.1.3.1,CHEBI5584;hydron
3.A.1.201.28,CHEBI22315;alkaloid
3.A.1.5.37,CHEBI7755;oligopeptide
1.B.14.3.2,CHEBI25367;molecule
1.C.53.1.5,CHEBI24870;ion
2.A.37.4.5,CHEBI5584;hydronCHEBI3473;cation
2.A.60.1.13,CHEBI22563;anion
1.A.69.4.3,CHEBI3473;cation
2.A.123.3.1,CHEBI9840;UDP-sugar
2.A.43.2.2,CHEBI74553;Lys-Arg
1.C.12.1.7,CHEBI25367;molecule
9.A.36.1.2,CHEBI8150;phospholipidCHEBI16247;phospholipid
1.B.23.3.3,CHEBI25367;molecule
1.C.12.2.4,CHEBI25367;molecule
2.A.122.1.1,CHEBI16510;3-hydroxypropionate
3.A.1.142.1,CHEBI5476;glycolipid
3.A.19.1.1,CHEBI14911;protein
2.A.1.7.12,"CHEBI10202;alpha,alpha-trehalose"
9.B.163.3.3,CHEBI25367;molecule
2.A.38.4.5,CHEBI8345;potassium(1+)
1.B.22.4.1,CHEBI8526;protein polypeptide chain
1.B.8.8.1,CHEBI22563;anionCHEBI456216;ADP(3-)CHEBI2359;ATP
1.B.13.1.6,CHEBI25367;molecule
9.B.158.1.2,CHEBI23380;copper(2+)
1.A.1.5.20,CHEBI3473;cation
2.A.1.3.5,CHEBI5584;hydronCHEBI8417;pristinamycin IACHEBI9997;pristinamycin IIACHEBI29673;rifamycin SV
3.A.1.205.1,CHEBI8829;rhodamine 6GCHEBI23447;cyclic nucleotideCHEBI46081;fluconazoleCHEBI23888;drug
2.A.12.1.1,CHEBI2342;ADPCHEBI2359;ATP
3.A.1.134.11,CHEBI29570;daptomycinCHEBI2970;bacitracinCHEBI135075;alphaprodine
1.A.6.1.3,CHEBI9175;sodium(1+)
1.C.16.1.5,CHEBI5585;waterCHEBI25367;moleculeCHEBI53369;polyelectrolyte macromolecule
1.C.41.1.1,CHEBI69437;orobol
1.C.41.2.2,CHEBI25367;molecule
2.A.1.6.1,CHEBI5584;hydronCHEBI50744;citrate salt
2.A.24.2.5,CHEBI50744;citrate saltCHEBI13704;acetate
3.A.1.17.3,CHEBI8675;pyrimidine
3.A.3.4.4,CHEBI6635;magnesium(2+)
2.A.1.28.8,CHEBI5651;ferroheme b
2.A.16.2.1,CHEBI15595;malate(2-)
2.A.3.5.1,CHEBI4880;ethanolamine
1.C.38.1.16,CHEBI25367;molecule
1.B.69.2.3,CHEBI25367;molecule
1.B.40.2.1,CHEBI8526;protein polypeptide chain
1.B.30.4.1,CHEBI8526;protein polypeptide chain
1.A.43.1.9,CHEBI17051;fluoride
1.A.1.2.26,CHEBI49685;potassium(1+)
2.A.71.2.2,CHEBI5140;folic acidCHEBI22526;4-aminofolic acidCHEBI6837;methotrexateCHEBI3107;biopterin
3.A.1.10.2,CHEBI34755;iron(3+)
2.A.1.3.60,"CHEBI383703;3,6-diamino-10-methylacridinium chlorideCHEBI4883;ethidium bromideCHEBI7629;norfloxacin"
2.A.32.1.3,CHEBI26675;silicic acid
3.A.3.5.17,CHEBI23380;copper(2+)
1.A.1.14.4,CHEBI9175;sodium(1+)
1.A.6.1.2,CHEBI9175;sodium(1+)CHEBI8345;potassium(1+)CHEBI3473;cation
1.W.3.1.7,CHEBI4291;deoxyribonucleic acid
3.A.16.1.6,CHEBI14911;protein
3.A.1.1.41,"CHEBI10202;alpha,alpha-trehalose"
2.A.39.4.1,CHEBI9530;thiamine(1+)
1.B.60.1.5,CHEBI25367;molecule
1.A.77.3.22,CHEBI3473;cation
2.A.1.1.95,CHEBI25212;metabolite
2.A.3.4.1,CHEBI3665;cholineCHEBI23981;ethanolaminesCHEBI78155;2-dimethylaminoethyl chlorideCHEBI10601;myo-inositolCHEBI28925;mechlorethamine
2.A.66.1.54,CHEBI50744;citrate saltCHEBI30762;salicylate
1.A.1.28.8,CHEBI8345;potassium(1+)
3.A.1.17.11,CHEBI8843;riboflavin
1.C.39.2.7,CHEBI25367;molecule
9.B.39.1.4,CHEBI4984;fatty acid
1.A.50.3.2,CHEBI3308;calcium(2+)
2.A.1.19.2,CHEBI3424;carnitiniumCHEBI7669;O-acetylcarnitiniumCHEBI2416;acetylcholineCHEBI4828;ergothioneineCHEBI45791;triethylammonium ionCHEBI5816;hydroxyurea
4.C.3.1.1,CHEBI2455;acyl-CoA
9.A.60.1.1,CHEBI74035;small nuclear RNA
1.A.120.1.2,CHEBI8755;(ribonucleotide)n+m
2.A.15.1.2,CHEBI9175;sodium(1+)CHEBI3073;glycine betaineCHEBI26271;proline
2.A.84.1.1,CHEBI6668;maltose
1.C.3.2.4,CHEBI25367;molecule
2.A.4.3.1,CHEBI10113;zinc(2+)
1.B.25.1.6,CHEBI46477;methyl vanillate
2.A.66.1.42,CHEBI133919;decarbamoylsaxitoxin
3.A.1.113.3,CHEBI64627;microcin
1.A.3.2.11,CHEBI3308;calcium(2+)
2.A.96.2.1,CHEBI50434;alcaligin
1.A.9.3.2,CHEBI3731;chloride
2.A.1.17.1,CHEBI23419;cyanate
1.A.1.4.9,CHEBI8345;potassium(1+)
1.H.1.2.2,CHEBI24870;ion
3.A.1.25.1,CHEBI3108;biotin
1.A.8.1.2,CHEBI7434;ammoniaCHEBI3283;carbon dioxide
4.D.3.1.6,CHEBI3529;(1-4)-beta-D-glucan
1.A.30.2.8,CHEBI5584;hydron
2.A.72.3.10,CHEBI8345;potassium(1+)
2.A.1.2.17,CHEBI5584;hydronCHEBI46081;fluconazole
2.A.29.21.1,CHEBI5212;GDPCHEBI5848;IDPCHEBI5851;ITPCHEBI5234;GTP
2.A.29.1.4,CHEBI2342;ADPCHEBI2359;ATP
2.A.47.3.3,CHEBI83353;eliglustat tartrateCHEBI30031;succinate(2-)
1.B.73.1.1,"CHEBI61650;[3)-beta-D-galactopyranuronosyl-(1-3)-2-acetamido-4-amino-2,4,6-trideoxy-alpha-D-glucopyranosyl-(1-4)-beta-D-galactopyranurosyl-(1-]n"
9.B.14.2.5,CHEBI5651;ferroheme b
9.B.163.3.2,CHEBI25367;molecule
2.A.12.1.13,CHEBI2342;ADPCHEBI2359;ATP
2.A.1.1.129,"CHEBI10202;alpha,alpha-trehalose"
2.A.57.4.2,CHEBI8639;7H-purineCHEBI40154;5-fluorouridine
1.C.79.1.2,CHEBI2359;ATP
1.A.12.3.1,CHEBI3731;chlorideCHEBI24834;inorganic anion
2.A.1.3.48,CHEBI3717;ciprofloxacinCHEBI7629;norfloxacinCHEBI23888;drug
1.A.45.1.2,CHEBI14911;proteinCHEBI4291;deoxyribonucleic acid
2.A.19.4.6,CHEBI3308;calcium(2+)CHEBI9175;sodium(1+)CHEBI8345;potassium(1+)
2.A.43.2.3,CHEBI8283;polar amino acid
2.A.6.2.49,CHEBI29696;tigecyclineCHEBI29696;tigecyclineCHEBI23888;drug
1.B.25.1.2,CHEBI29393;chromate(2-)
2.A.21.7.5,CHEBI13704;acetateCHEBI30477;tellurite
2.A.21.2.2,CHEBI9175;sodium(1+)CHEBI26271;proline
2.A.60.1.4,CHEBI6837;methotrexateCHEBI23899;icosanoidCHEBI3098;bile acidCHEBI10110;zidovudineCHEBI24621;hormoneCHEBI27026;toxinCHEBI23888;drug
1.B.66.1.3,CHEBI25367;molecule
1.A.29.1.2,CHEBI2633;amide
3.A.3.2.23,CHEBI3308;calcium(2+)
3.A.20.1.5,CHEBI8526;protein polypeptide chain
2.A.57.1.17,CHEBI71693;9-ribosyl-trans-zeatinCHEBI4421;2'-deoxyribonucleosideCHEBI33838;nucleosideCHEBI18282;nucleobaseCHEBI23530;cytokinin
1.C.52.1.34,CHEBI22563;anion
9.A.26.1.2,CHEBI22695;base
3.A.3.1.11,CHEBI9175;sodium(1+)CHEBI8345;potassium(1+)
3.A.3.2.46,CHEBI39124;calcium ion
1.B.61.1.5,CHEBI25367;molecule
1.A.75.1.22,CHEBI23058;cation
2.A.1.2.19,"CHEBI3020;benzalkonium chlorideCHEBI383703;3,6-diamino-10-methylacridinium chlorideCHEBI4883;ethidium bromideCHEBI9502;tetraphenylphosphoniumCHEBI3717;ciprofloxacinCHEBI7629;norfloxacinCHEBI9731;trimethoprimCHEBI3603;chloramphenicolCHEBI32215;thiamphenicolCHEBI2496;doxorubicinCHEBI9474;tetracyclineCHEBI61448;isopropyl beta-D-thiogalactopyranosideCHEBI10379;beta-D-Gal-(1-3)-beta-D-GlcNAc-(1-3)-beta-D-Gal-(1-4)-D-Glc"
1.C.113.1.4,CHEBI25367;molecule
5.A.3.4.4,CHEBI62046;biotinate sulfoxide(1-)CHEBI15724;trimethylamine N-oxideCHEBI17016;L-methionine S-oxide
1.C.39.3.1,CHEBI25367;molecule
2.A.6.2.36,CHEBI27780;detergentCHEBI23888;drug
2.A.36.1.16,CHEBI9175;sodium(1+)CHEBI5584;hydron
1.A.23.4.5,CHEBI24870;ionCHEBI25367;molecule
2.A.1.14.11,CHEBI32544;nicotinate
1.A.25.1.13,CHEBI25367;molecule
1.C.1.1.3,CHEBI24870;ion
1.C.74.1.5,CHEBI24870;ionCHEBI25367;molecule
3.A.3.10.19,CHEBI29035;manganese(2+)
2.A.31.2.16,CHEBI32139;sodium hydrogencarbonateCHEBI22563;anion
1.B.39.1.6,CHEBI35268;quaternary ammonium salt
3.A.2.1.1,CHEBI5584;hydron
2.A.67.2.6,CHEBI7755;oligopeptide
9.B.153.4.6,CHEBI25367;molecule
3.A.3.6.26,CHEBI3290;cadmium(2+)CHEBI10113;zinc(2+)
1.B.47.1.1,CHEBI3473;cation
2.A.37.2.7,CHEBI9175;sodium(1+)CHEBI5584;hydron
3.A.1.105.2,CHEBI7737;oleandomycin
2.A.90.1.3,CHEBI8816;all-trans-retinol
2.A.53.2.9,CHEBI3731;chlorideCHEBI30623;oxalate(2-)CHEBI9335;sulfate
2.A.1.41.3,CHEBI38201;bacteriochlorophyll
3.E.1.7.6,CHEBI3473;cation
1.C.12.2.3,CHEBI25367;molecule
1.A.1.4.8,CHEBI8345;potassium(1+)
1.A.22.1.14,CHEBI25367;molecule
2.A.7.1.15,CHEBI23888;drug
2.A.50.1.3,CHEBI5448;glycerol
2.A.29.18.6,CHEBI18420;magnesium(2+)
1.A.126.1.5,CHEBI24834;inorganic anionCHEBI36915;inorganic cation
1.F.2.1.3,CHEBI25367;molecule
2.A.36.6.10,CHEBI30143;lithium(1+)CHEBI9175;sodium(1+)CHEBI5584;hydron
1.E.34.2.5,CHEBI24870;ionCHEBI14911;protein
2.A.18.2.12,CHEBI3308;calcium(2+)CHEBI33709;amino acid
1.A.72.2.1,CHEBI5714;mercury(2+)
3.A.1.108.1,CHEBI10394;beta-D-glucan
1.B.3.1.7,CHEBI25367;molecule
2.A.1.4.3,CHEBI14336;glycerol 1-phosphate
1.A.4.5.2,CHEBI3308;calcium(2+)
2.A.38.3.1,CHEBI9175;sodium(1+)CHEBI8345;potassium(1+)
1.A.12.1.1,CHEBI3731;chloride
9.A.40.2.4,CHEBI23337;cobalt(2+)
3.A.3.10.22,CHEBI25156;manganese(2+)
3.D.6.1.1,CHEBI5584;hydron
2.A.47.2.4,CHEBI9175;sodium(1+)CHEBI7793;phosphate(3-)
1.B.44.1.5,CHEBI8526;protein polypeptide chain
1.B.55.3.1,CHEBI24280;D-glucosyl group
1.A.78.2.1,CHEBI8345;potassium(1+)
9.A.62.1.2,CHEBI36080;protein
1.A.87.3.7,CHEBI3290;cadmium(2+)CHEBI10113;zinc(2+)
1.C.85.1.10,CHEBI25367;molecule
1.B.1.3.2,CHEBI7557;NMN zwitterionCHEBI7422;NAD(+)
2.A.108.1.5,CHEBI29033;iron(2+)CHEBI29034;iron(3+)
3.A.1.201.31,CHEBI33848;polycyclic arene
2.A.88.4.2,CHEBI23809;dimethylbenzimidazole
1.A.130.1.1,CHEBI3308;calcium(2+)
2.A.1.3.13,CHEBI3098;bile acid
2.A.1.1.75,CHEBI5584;hydronCHEBI10085;xyloseCHEBI5172;fructose
9.B.130.1.1,CHEBI25367;molecule
9.A.80.1.1,CHEBI24636;proton
8.A.51.1.5,CHEBI23835;dipeptide
1.A.30.1.3,CHEBI5584;hydron
2.A.100.1.5,CHEBI5974;iron atom
3.A.1.201.6,CHEBI22676;auxin
1.C.18.1.1,CHEBI5585;waterCHEBI25367;moleculeCHEBI53369;polyelectrolyte macromolecule
1.B.16.1.5,CHEBI2633;amide
3.A.3.6.10,CHEBI3290;cadmium(2+)CHEBI23337;cobalt(2+)CHEBI10113;zinc(2+)
3.A.1.139.4,CHEBI49470;aluminium(3+)
1.A.1.10.9,CHEBI9175;sodium(1+)
3.A.1.121.1,CHEBI4841;erythromycin A
1.A.77.3.24,CHEBI3473;cation
2.A.80.1.1,CHEBI27092;tricarboxylic acid trianion
2.A.49.3.3,CHEBI3731;chloride
2.A.56.1.12,CHEBI30915;2-oxoglutaric acid
3.D.1.4.4,CHEBI5584;hydron
9.B.67.1.1,CHEBI9175;sodium(1+)CHEBI5589;hydrogencarbonate
1.B.69.1.2,CHEBI25367;molecule
1.A.56.1.12,CHEBI49551;copper(1+)
3.A.1.201.51,CHEBI23888;drug
2.A.113.1.12,CHEBI23337;cobalt(2+)CHEBI25517;nickel(2+)
1.B.77.2.3,CHEBI25367;molecule
2.A.7.3.56,CHEBI8843;riboflavin
1.A.16.2.4,CHEBI7585;nitriteCHEBI16301;nitrite
9.A.25.1.1,CHEBI14911;protein
9.B.432.1.5,CHEBI76531;odorant receptor antagonist
4.B.1.1.2,CHEBI25526;N-glycosylnicotinamide
1.A.22.1.9,CHEBI24870;ion
2.A.55.2.13,CHEBI34754;iron(2+)
2.A.19.4.3,CHEBI3308;calcium(2+)CHEBI9175;sodium(1+)CHEBI8345;potassium(1+)
1.A.1.1.1,CHEBI8345;potassium(1+)CHEBI5585;water
2.A.5.4.15,CHEBI3290;cadmium(2+)CHEBI34754;iron(2+)CHEBI29035;manganese(2+)CHEBI10113;zinc(2+)
3.A.1.25.5,CHEBI3108;biotinCHEBI8843;riboflavin
2.A.29.3.8,CHEBI23689;dicarboxylic acid dianionCHEBI29987;glutamate(2-)CHEBI16452;oxaloacetate(2-)CHEBI15595;malate(2-)CHEBI29995;aspartate(2-)CHEBI58090;L-cysteate(1-)CHEBI61085;3-sulfino-L-alanine(1-)CHEBI18367;phosphate(3-)CHEBI16189;sulfateCHEBI16094;thiosulfate(2-)CHEBI7814;2-oxaloglutaric acid
2.A.121.2.1,CHEBI9335;sulfate
1.C.68.1.1,CHEBI25367;molecule
1.C.57.3.3,CHEBI7990;peptideCHEBI25367;molecule
2.A.73.1.1,CHEBI17968;butyrateCHEBI7980;valeric acidCHEBI26666;short-chain fatty acid
1.B.3.1.6,CHEBI25367;molecule
1.C.5.1.1,CHEBI25367;molecule
1.B.5.1.10,CHEBI9744;triphosphate(5-)
2.A.1.19.27,CHEBI35757;monocarboxylic acid anion
1.A.22.1.1,CHEBI24870;ionCHEBI25728;osmolyte
1.A.3.2.10,CHEBI3308;calcium(2+)
3.A.1.20.1,CHEBI34755;iron(3+)
2.A.71.1.4,CHEBI5140;folic acidCHEBI3107;biopterin
1.B.24.1.6,CHEBI57748;cholateCHEBI3098;bile acid
3.A.1.5.23,CHEBI4735;ethylenediaminetetraacetic acid
1.W.2.1.9,CHEBI4291;deoxyribonucleic acid
3.A.11.1.3,CHEBI75980;single-stranded DNA polynucleotide
1.C.111.1.1,CHEBI25367;molecule
1.A.4.1.16,CHEBI3473;cation
1.B.38.4.1,CHEBI17593;maltooligosaccharide
2.A.43.2.7,CHEBI8283;polar amino acid
2.A.31.4.1,CHEBI9175;sodium(1+)CHEBI5584;hydronCHEBI22908;borateCHEBI5585;water
3.A.1.204.18,CHEBI5563;guanine
1.C.115.1.6,CHEBI25367;molecule
2.A.85.2.6,CHEBI15595;malate(2-)
1.B.45.1.3,CHEBI25367;molecule
1.B.19.1.9,CHEBI25901;pentoseCHEBI18133;hexoseCHEBI25367;molecule
1.A.1.5.28,CHEBI3473;cation
3.A.1.132.1,CHEBI72813;exopolysaccharideCHEBI33839;macromolecule
3.A.1.26.9,CHEBI5140;folic acid
1.A.6.1.11,CHEBI24870;ionCHEBI9175;sodium(1+)
9.B.423.1.2,"CHEBI2003;5,6-dihydroxyindole-2-carboxylic acid"
1.B.20.1.11,CHEBI8526;protein polypeptide chain
2.A.81.1.1,CHEBI29994;D-aspartate(2-)CHEBI21244;L-aspartate(1-)CHEBI15570;D-alanineCHEBI6171;L-alanine
1.A.90.1.3,CHEBI25367;molecule
3.A.1.3.8,CHEBI2642;alpha-amino acid
1.A.69.3.2,CHEBI3473;cation
2.A.53.1.7,CHEBI9335;sulfate
3.A.1.3.1,CHEBI25094;lysineCHEBI7784;ornithineCHEBI2643;arginineCHEBI5733;histidine
1.B.6.5.5,CHEBI25367;molecule
2.A.12.1.12,CHEBI2342;ADPCHEBI2359;ATP
2.A.29.4.5,CHEBI7793;phosphate(3-)
2.A.14.1.2,CHEBI29805;glycolateCHEBI24996;lactate
1.A.48.1.2,CHEBI3731;chloride
3.A.5.1.4,CHEBI14911;protein
2.A.123.2.1,CHEBI9840;UDP-sugar
4.A.1.2.15,CHEBI60980;beta-glucoside
1.K.2.1.1,CHEBI4291;deoxyribonucleic acid
2.A.19.4.4,CHEBI3308;calcium(2+)CHEBI9175;sodium(1+)CHEBI8345;potassium(1+)
2.A.22.2.8,CHEBI2642;alpha-amino acid
1.G.12.2.1,CHEBI25367;molecule
1.B.50.1.1,CHEBI23378;copper cation
2.A.17.1.6,CHEBI9742;tripeptideCHEBI4634;dipeptide
1.A.13.1.1,CHEBI3731;chloride
1.B.3.1.9,CHEBI25367;molecule
2.A.20.3.3,CHEBI7793;phosphate(3-)
2.A.18.2.10,CHEBI2642;alpha-amino acid
2.A.1.1.20,CHEBI10601;myo-inositol
1.B.59.1.12,CHEBI25367;molecule
1.C.80.1.2,CHEBI24870;ionCHEBI25367;molecule
1.C.105.2.10,CHEBI25367;molecule
1.C.37.1.6,CHEBI25367;molecule
3.A.1.135.6,"CHEBI5742;2'-(4-ethoxyphenyl)-5-(4-methylpiperazin-1-yl)-2,5'-bibenzimidazoleCHEBI9474;tetracyclineCHEBI4841;erythromycin A"
2.A.105.1.6,CHEBI15361;pyruvate
2.A.2.1.2,CHEBI59640;N-acetylglucosamine
1.B.8.8.2,CHEBI22563;anion
3.A.1.5.41,CHEBI7755;oligopeptide
9.B.37.3.1,CHEBI6635;magnesium(2+)
9.A.8.1.17,CHEBI34754;iron(2+)
1.A.26.2.3,CHEBI6635;magnesium(2+)
3.A.1.103.1,CHEBI6494;lipopolysaccharide
2.A.69.2.3,CHEBI22676;auxin
3.A.12.1.1,CHEBI4291;deoxyribonucleic acid
1.C.137.1.6,CHEBI25367;molecule
4.A.1.2.10,CHEBI9314;sucrose
4.D.1.4.3,CHEBI24280;D-glucosyl group
2.A.57.2.7,CHEBI2470;adenine
1.A.8.8.18,CHEBI5585;water
9.B.1.2.2,CHEBI62896;dimethylallyl-UTP
1.C.69.1.1,CHEBI24870;ion
1.A.17.1.14,CHEBI3731;chloride
3.A.1.201.12,CHEBI10074;xenobiotic
1.A.1.11.19,CHEBI9175;sodium(1+)CHEBI39124;calcium ion
2.A.1.3.29,CHEBI7871;oxytetracycline
3.A.1.5.29,CHEBI37166;xylan
3.D.4.9.1,CHEBI5584;hydron
1.B.62.1.3,CHEBI25367;molecule
2.A.7.19.3,"CHEBI74266;N-acylureaCHEBI2594;allantoinCHEBI9882;uracilCHEBI2054;5-fluorouracilCHEBI9885;7,9-dihydro-1H-purine-2,6,8(3H)-trioneCHEBI10059;9H-xanthine"
2.A.67.4.3,CHEBI7755;oligopeptide
3.A.1.116.1,CHEBI64627;microcin
2.A.22.6.4,CHEBI78608;alpha-amino acid zwitterion
3.A.1.5.48,CHEBI25906;peptide
2.A.85.10.1,CHEBI5199;Fusaric acid
4.A.2.1.4,CHEBI5172;fructose
1.A.57.1.2,CHEBI25367;molecule
2.A.105.1.9,CHEBI15361;pyruvate
1.B.77.1.3,CHEBI25367;molecule
2.A.5.1.14,CHEBI10113;zinc(2+)
2.A.5.4.3,CHEBI10113;zinc(2+)
3.A.29.1.2,CHEBI14911;protein
1.A.88.1.5,CHEBI8345;potassium(1+)
2.A.1.1.41,CHEBI10085;xylose
2.A.43.2.11,CHEBI2642;alpha-amino acid
2.A.23.3.2,CHEBI9175;sodium(1+)CHEBI29987;glutamate(2-)CHEBI5751;homocysteineCHEBI6227;L-glutamineCHEBI2539;alanineCHEBI9116;serine
1.A.30.3.1,CHEBI5584;hydron
3.D.1.9.3,CHEBI5584;hydron
4.E.1.1.4,CHEBI9744;triphosphate(5-)
2.A.1.19.26,CHEBI22563;anionCHEBI62501;folate(2-)CHEBI59134;p-aminohippuric acidCHEBI5198;furosemideCHEBI8426;probenecidCHEBI5918;indometacinCHEBI7962;benzylpenicillin
1.C.4.4.5,CHEBI23058;cation
9.B.13.2.2,CHEBI25367;molecule
2.A.118.1.6,CHEBI7784;ornithineCHEBI2643;arginine
3.D.8.1.2,CHEBI5584;hydron
1.B.14.9.5,CHEBI34755;iron(3+)
3.A.1.15.20,CHEBI34754;iron(2+)CHEBI29035;manganese(2+)
2.A.29.5.8,CHEBI5974;iron atom
2.A.39.3.5,CHEBI5773;hydantoin
9.A.74.1.1,CHEBI7585;nitriteCHEBI71263;nitrate
1.A.1.5.33,CHEBI3308;calcium(2+)CHEBI9175;sodium(1+)CHEBI29103;potassium(1+)
2.A.66.2.23,CHEBI18154;polysaccharide
2.A.47.1.13,CHEBI9175;sodium(1+)CHEBI23688;dicarboxylic acid dianionCHEBI16452;oxaloacetate(2-)CHEBI16810;2-oxoglutarate(2-)CHEBI15595;malate(2-)CHEBI30031;succinate(2-)CHEBI42511;fumarate(2-)
2.A.6.3.14,CHEBI4883;ethidium bromideCHEBI8984;sodium dodecyl sulfateCHEBI3717;ciprofloxacinCHEBI28971;ampicillinCHEBI3493;cefoperazoneCHEBI3500;cefoxitinCHEBI5879;imipenemCHEBI6909;metronidazole
2.A.6.3.13,CHEBI74752;thiophosphate(2-)
1.A.5.1.1,CHEBI3308;calcium(2+)CHEBI9175;sodium(1+)CHEBI8345;potassium(1+)CHEBI36915;inorganic cation
2.A.1.49.6,CHEBI37550;sphingosine 1-phosphate
1.B.59.1.16,CHEBI25367;molecule
1.B.94.1.3,CHEBI7793;phosphate(3-)
1.H.2.2.3,CHEBI25367;molecule
1.A.13.1.10,CHEBI3731;chloride
1.C.97.3.3,CHEBI9223;sphingomyelin d181CHEBI3659;cholesterol
2.A.80.1.3,CHEBI27092;tricarboxylic acid trianion
2.A.28.2.9,CHEBI9175;sodium(1+)CHEBI3098;bile acid
1.A.6.4.3,CHEBI9175;sodium(1+)
2.A.108.3.2,CHEBI29035;manganese(2+)
9.B.163.1.2,CHEBI25367;molecule
1.A.58.1.1,CHEBI8345;potassium(1+)CHEBI5584;hydron
3.A.1.134.5,CHEBI23888;drug
1.C.42.1.7,CHEBI25367;molecule
1.A.7.3.82,CHEBI8843;riboflavin
4.A.3.2.3,CHEBI50668;N-acetyl-beta-D-glucosaminyl-(1-4)-N-acetyl-aldehydo-D-glucosamine
1.A.69.6.1,CHEBI3473;cation
1.A.1.13.10,CHEBI29103;potassium(1+)CHEBI49847;rubidium(1+)
1.A.115.1.1,CHEBI24870;ion
3.A.15.4.1,CHEBI8526;protein polypeptide chain
2.A.56.1.1,CHEBI5584;hydronCHEBI14584;mesaconate(2-)CHEBI17240;itaconate(2-)CHEBI15595;malate(2-)CHEBI30031;succinate(2-)CHEBI42511;fumarate(2-)CHEBI30839;orotate
2.A.7.3.40,CHEBI9532;thiamine(1+) diphosphate
8.A.21.2.7,CHEBI14911;protein
2.A.35.2.3,CHEBI9175;sodium(1+)CHEBI5584;hydron
2.A.5.4.11,CHEBI3290;cadmium(2+)CHEBI10113;zinc(2+)
2.A.71.2.4,CHEBI5140;folic acid
2.A.40.3.2,"CHEBI9885;7,9-dihydro-1H-purine-2,6,8(3H)-trione"
1.B.23.1.3,CHEBI25367;molecule
1.B.31.1.5,CHEBI25367;molecule
3.A.1.203.1,CHEBI4987;fatty acyl-CoACHEBI35819;branched-chain fatty acidCHEBI51340;pristanic acidCHEBI6528;long-chain fatty acidCHEBI3098;bile acid
9.A.14.1.2,CHEBI5584;hydronCHEBI8814;all-trans-retinal
2.A.22.2.12,CHEBI3731;chlorideCHEBI9175;sodium(1+)CHEBI5460;glycine
2.A.53.3.4,CHEBI9335;sulfateCHEBI3969;cyanide
3.A.1.105.11,CHEBI71644;lantibiotic
3.A.3.2.11,CHEBI3308;calcium(2+)
2.A.2.3.12,CHEBI9840;UDP-sugar
2.A.16.4.2,CHEBI9344;sulfurous acid
1.M.1.3.11,CHEBI25367;molecule
1.N.4.1.2,CHEBI25367;moleculeCHEBI33839;macromolecule
1.B.1.4.1,CHEBI25367;molecule
2.A.1.7.17,CHEBI5172;fructose
1.A.54.2.2,CHEBI3308;calcium(2+)
1.C.12.1.14,CHEBI25367;molecule
1.C.63.1.1,CHEBI24870;ionCHEBI36915;inorganic cationCHEBI25367;molecule
1.B.77.2.1,CHEBI25367;molecule
1.B.34.3.4,CHEBI25367;molecule
1.A.84.1.10,CHEBI24870;ionCHEBI2359;ATP
1.C.21.1.2,CHEBI5585;waterCHEBI25367;moleculeCHEBI53369;polyelectrolyte macromolecule
2.A.5.4.9,CHEBI10113;zinc(2+)
1.A.23.4.4,CHEBI24870;ion
2.A.1.5.2,CHEBI5584;hydronCHEBI8771;raffinose
3.A.1.109.3,"CHEBI51232;2'-(4-ethoxyphenyl)-5-(4-methylpiperazin-1-yl)-2,5'-bibenzimidazole"
1.C.12.3.2,CHEBI25367;molecule
1.A.36.1.5,CHEBI3731;chloride
1.C.93.1.1,CHEBI25367;molecule
3.A.1.5.6,CHEBI60980;beta-glucoside
1.C.112.1.2,CHEBI25367;molecule
2.A.22.2.11,CHEBI9175;sodium(1+)CHEBI26271;proline
3.A.1.2.7,CHEBI10410;beta-D-ribopyranoseCHEBI14575;mannoseCHEBI5172;fructose
2.A.60.1.6,CHEBI63827;bromosulfophthalein sodiumCHEBI17474;estrone 3-sulfateCHEBI1724;dehydroepiandrosterone sulfateCHEBI7805;ouabainCHEBI4551;digoxinCHEBI60311;thyroid hormone
1.C.39.2.3,CHEBI25367;molecule
2.A.6.3.7,CHEBI23380;copper(2+)
2.A.29.2.3,CHEBI16452;oxaloacetate(2-)CHEBI15595;malate(2-)CHEBI30031;succinate(2-)CHEBI7793;phosphate(3-)CHEBI9335;sulfateCHEBI9344;sulfurous acid
3.A.1.211.9,CHEBI3659;cholesterol
2.A.40.6.4,CHEBI22695;base
3.A.3.10.13,CHEBI3308;calcium(2+)CHEBI29035;manganese(2+)
2.A.1.14.9,CHEBI18101;4-hydroxyphenylacetic acid
2.A.26.1.5,CHEBI22918;branched-chain amino acid
1.C.7.2.1,CHEBI8526;protein polypeptide chain
2.A.39.1.2,CHEBI8675;pyrimidine
2.A.22.4.1,CHEBI9175;sodium(1+)CHEBI9769;tryptophan
2.A.1.1.92,CHEBI25212;metabolite
